iter	MultiClass
207	0.1050040168
208	0.1044478363
209	0.1038684382
210	0.1033757356
211	0.102555455
212	0.101877669
213	0.1002136324
214	0.0995723034
215	0.09923411604
216	0.09848058931
217	0.09787395328
218	0.09706044694
219	0.09641987663
220	0.09596366301
221	0.09563461565
222	0.09508589314
223	0.09460554363
224	0.0941167673
225	0.09371731136
226	0.09333864323
227	0.09247145425
228	0.09178797277
229	0.09123872817
230	0.09074785047
231	0.09014224362
232	0.089387945
233	0.08897652275
234	0.08821171176
235	0.08808835504
236	0.08773750269
237	0.0868759741
238	0.08575900238
239	0.08534717034
240	0.0845833502
241	0.08424172522
242	0.08339707659
243	0.08296911102
244	0.08256698511
245	0.08180122338
246	0.08126504764
247	0.08097313375
248	0.08053318242
249	0.08012998938
250	0.07980022559
251	0.079193341
252	0.07872457064
253	0.07845071321
254	0.07823649278
255	0.07770147552
256	0.07743648925
257	0.07697832438
258	0.07632298696
259	0.07570356013
260	0.0754533855
261	0.07507140912
262	0.07466785293
263	0.07428259858
264	0.07391452867
265	0.07364543574
266	0.07336076874
267	0.07266933057
268	0.07222390671
269	0.07190018303
270	0.07160379878
271	0.07129596967
272	0.07113597397
273	0.07071604063
274	0.07031563024
275	0.07011355971
276	0.06985612663
277	0.06955912687
278	0.06926538956
279	0.0689198924
280	0.0685407396
281	0.06827902324
282	0.06804258924
283	0.06786253033
284	0.06762736414
285	0.06683913662
286	0.06659301882
287	0.06637755233
288	0.06606069413
289	0.06585558887
290	0.06556191724
291	0.06536628037
292	0.06506301894
293	0.06454767266
294	0.06437083293
295	0.06412077042
296	0.06395410934
297	0.06380643124
298	0.06356835361
299	0.06333835826
300	0.06292801867
301	0.06259704493
302	0.06239963337
303	0.06203582434
304	0.06183528987
305	0.0616130802
306	0.06149493664
307	0.06131345261
308	0.0609964913
309	0.06066111676
310	0.06043408505
311	0.06011496914
312	0.05982132925
313	0.05940818289
314	0.05914967262
315	0.05896295712
316	0.0587592189
317	0.05843024968
318	0.05809283065
319	0.05797135141
320	0.05775188277
321	0.05740260437
322	0.05720113777
323	0.05707049467
324	0.05684679453
325	0.05645220622
326	0.05629170234
327	0.05607884212
328	0.05573306725
329	0.05562656882
330	0.0554715809
331	0.05529558293
332	0.05501280525
333	0.05483183599
334	0.05467302694
335	0.05430809645
336	0.05420265107
337	0.05400300251
338	0.05386730471
339	0.05359167387
340	0.053430216
341	0.05328633822
342	0.05317039906
343	0.05283462065
344	0.05263865164
345	0.05234229578
346	0.05212459232
347	0.05186313328
348	0.05167511674
349	0.05152992117
350	0.05107798098
351	0.0508865718
352	0.05071534851
353	0.05054488613
354	0.05030386727
355	0.05010864678
356	0.04997409803
357	0.04973055775
358	0.04954518472
359	0.04938397895
360	0.04928160018
361	0.04911951841
362	0.04904806786
363	0.04881711938
364	0.04853629393
365	0.04839263393
366	0.04825718322
367	0.04815410038
368	0.04799539373
369	0.04767455986
370	0.04758127797
371	0.04742251307
372	0.04727118643
373	0.04717940586
374	0.04699598281
375	0.04685887823
376	0.04660188416
377	0.04645895864
378	0.0462980946
379	0.04618126182
380	0.04611937043
381	0.04601502057
382	0.04580992283
383	0.04565749114
384	0.04557001433
385	0.04539914039
386	0.04513362143
387	0.04505544318
388	0.04489945457
389	0.04480897682
390	0.04465819729
391	0.04454254734
392	0.04433982074
393	0.04422185907
394	0.04391923362
395	0.04380198306
396	0.04368675712
397	0.04360670221
398	0.04345769045
399	0.04337160439
400	0.04328016003
401	0.04305692063
402	0.04289148165
403	0.04279162962
404	0.04270364791
405	0.04259200846
406	0.04248459875
407	0.04240919456
408	0.04233683977
409	0.04224864022
410	0.04203329983
411	0.0419621422
412	0.04191031564
413	0.04178735686
414	0.04165149515
415	0.04153439683
416	0.04137785326
417	0.04114681813
418	0.04090319144
419	0.04082609558
420	0.04061389691
421	0.04053323233
422	0.0403286461
423	0.04003372249
424	0.03996187657
425	0.03988909109
426	0.03979969911
427	0.03972228337
428	0.03967892771
429	0.03960075687
430	0.0394376744
431	0.03935034876
432	0.03928242893
433	0.03919866526
434	0.03904977407
435	0.03882879313
436	0.03869415648
437	0.03857982375
438	0.03850322123
439	0.03833787242
440	0.03812102451
441	0.03803891766
442	0.03791964527
443	0.03784721748
444	0.03778175772
445	0.03769797088
446	0.03764716267
447	0.03755422818
448	0.03740573223
449	0.03716445677
450	0.03688285346
451	0.03669391076
452	0.03662539649
453	0.03651343969
454	0.03646003368
455	0.03636552362
456	0.03627172988
457	0.03619749995
458	0.03610933588
459	0.03600133165
460	0.03591337725
461	0.03577465539
462	0.03569903983
463	0.03554740404
464	0.0353719479
465	0.03526781299
466	0.03519222777
467	0.03503561162
468	0.03495063302
469	0.03491465902
470	0.03473793302
471	0.03461741077
472	0.03445423275
473	0.0343671144
474	0.0343064839
475	0.03426048993
476	0.03418371087
477	0.03412970743
478	0.03403608772
479	0.03384970395
480	0.03379079542
481	0.03370181189
482	0.03360826706
483	0.03350916511
484	0.03343685273
485	0.03331701382
486	0.03325821149
487	0.03320893799
488	0.03303955041
489	0.03291114951
490	0.03286562469
491	0.03277468737
492	0.03268538881
493	0.03260418886
494	0.03253099692
495	0.03238816735
496	0.03231567615
497	0.03226261037
498	0.03207150007
499	0.03200565395
500	0.03195065678
501	0.03187369335
502	0.03177242665
503	0.03166362949
504	0.03160713185
505	0.03153229185
506	0.03144861879
507	0.03140246764
508	0.03130286902
509	0.0312527165
510	0.03114691314
511	0.03109607957
512	0.03098988144
513	0.03091062292
514	0.0308228357
515	0.03076350408
516	0.03068692
517	0.03059538515
518	0.03054256234
519	0.03046048704
520	0.03036052388
521	0.0302940906
522	0.03023958981
523	0.03014953381
524	0.03012810117
525	0.0300877741
526	0.02998645518
527	0.02990381816
528	0.02987428302
529	0.02974064574
530	0.02969221724
531	0.0296174363
532	0.02954467183
533	0.02950145543
534	0.02941683853
535	0.02936467843
536	0.02928396647
537	0.02920640061
538	0.02916393064
539	0.02901902283
540	0.02898142621
541	0.02892016364
542	0.02888733017
543	0.02881046122
544	0.02868525713
545	0.02864436006
546	0.02858275908
547	0.02854479225
548	0.02844100611
549	0.02838205124
550	0.02832995052
551	0.02822555257
552	0.02820310664
553	0.02817734373
554	0.0280756872
555	0.02799453619
556	0.02792752022
557	0.0278596567
558	0.02783166008
559	0.02777827961
560	0.02773147456
561	0.02767113626
562	0.02758883218
563	0.02750880791
564	0.02747228178
565	0.02742654403
566	0.02736278777
567	0.02731353151
568	0.02725351642
569	0.02718658066
570	0.02713093183
571	0.02708711948
572	0.0270446639
573	0.02701396169
574	0.02694821061
575	0.02690619503
576	0.0268098626
577	0.02675692147
578	0.02671921565
579	0.02663421223
580	0.02654721182
581	0.02648470193
582	0.02644632431
583	0.0264173721
584	0.02637566401
585	0.02632609271
586	0.02629195031
587	0.02622946285
588	0.02617868222
589	0.02613906398
590	0.02607810159
591	0.02602130124
592	0.0259749644
593	0.02591762033
594	0.02589208005
595	0.02585679038
596	0.02581653815
597	0.02579115911
598	0.02573178617
599	0.0256891441
600	0.02565812026
601	0.02559890928
602	0.0255505859
603	0.02543845464
604	0.02538926332
605	0.02534756917
606	0.02526131188
607	0.02523708198
608	0.02519902444
609	0.02507940308
610	0.0250117079
611	0.02498263379
612	0.02494266965
613	0.02491154417
614	0.02484473026
615	0.02481201117
616	0.02474074316
617	0.02471834454
618	0.02463543098
619	0.02455354538
620	0.02451859857
621	0.02443924264
622	0.02440685227
623	0.02437375985
624	0.02431551735
625	0.02424944686
626	0.02418706735
627	0.02408713007
628	0.02392669976
629	0.02389959684
630	0.02384789078
631	0.0238115366
632	0.02371221578
633	0.02367889916
634	0.02365043226
635	0.02362306495
636	0.02356479249
637	0.02351513012
638	0.02347179372
639	0.0234421444
640	0.02338223834
641	0.02334438791
642	0.02330325104
643	0.02326215915
644	0.02322733183
645	0.02318759389
646	0.02315840213
647	0.0231191092
648	0.02310214703
649	0.02301313371
650	0.02297585427
651	0.02295401964
652	0.02290946192
653	0.02286767684
654	0.02276381297
655	0.02262782823
656	0.02258178374
657	0.02249865237
658	0.02243612654
659	0.02239324294
660	0.02237211857
661	0.0223360355
662	0.02230966598
663	0.02227159058
664	0.0222176265
665	0.02217542909
666	0.02211834645
667	0.02209479346
668	0.02204967727
669	0.02198548581
670	0.02195601237
671	0.02193028198
672	0.02188748355
673	0.02185208003
674	0.02176325629
675	0.02172436804
676	0.02166580703
677	0.0215474026
678	0.02148765707
679	0.02146978609
680	0.02142329997
681	0.02139874501
682	0.02133883807
683	0.02129022857
684	0.02124793828
685	0.02122781257
686	0.02118816299
687	0.0211491693
688	0.02111033737
689	0.02107107769
690	0.02105158353
691	0.02101470755
692	0.02098918461
693	0.02095297529
694	0.02092217787
695	0.02086602355
696	0.02082689229
697	0.02080729431
698	0.02076062757
699	0.02073142735
700	0.02071198704
701	0.02067112757
702	0.02062029174
703	0.0205705886
704	0.02053566529
705	0.02049792891
706	0.02046810424
707	0.02043076918
708	0.02040985874
709	0.02036106881
710	0.0203310564
711	0.020307993
712	0.02026760831
713	0.02024696587
714	0.02022168524
715	0.0201886294
716	0.0201427967
717	0.02011425628
718	0.02008861094
719	0.02006416119
720	0.02005232715
721	0.01999454982
722	0.01996354577
723	0.01994169779
724	0.01992497105
725	0.01989254837
726	0.01987335956
727	0.01984049244
728	0.01980025326
729	0.01973411365
730	0.01969527199
731	0.01966923313
732	0.01964249939
733	0.01961573447
734	0.01958566429
735	0.01957454701
736	0.01953915311
737	0.01950444047
738	0.01946218059
739	0.01944695721
740	0.01940401155
741	0.01938469426
742	0.01936445478
743	0.01932926735
744	0.01928904219
745	0.01925918197
746	0.01924741244
747	0.01923596671
748	0.01921762643
749	0.01919643298
750	0.01918011617
751	0.01916333788
752	0.01913885578
753	0.01911227183
754	0.01909445413
755	0.01903631374
756	0.01900854682
757	0.01898236592
758	0.01895593196
759	0.01891378214
760	0.0188984399
761	0.01885765758
762	0.0187835757
763	0.01873242795
764	0.01871433784
765	0.01860280672
766	0.01856122439
767	0.01853281167
768	0.01847696317
769	0.01844446319
770	0.01841453152
771	0.01839067608
772	0.01837271341
773	0.01836262355
774	0.01833369567
775	0.01831952699
776	0.01827902847
777	0.01825335444
778	0.01822007371
779	0.01818094661
780	0.01814264647
781	0.0181100226
782	0.01807902805
783	0.01805083243
784	0.01804011227
785	0.01801993422
786	0.01798257688
787	0.01796687079
788	0.01793491657
789	0.01791080354
790	0.01789540647
791	0.01786408005
792	0.0178409549
793	0.01781494153
794	0.01779215531
795	0.01775096293
796	0.01773329036
797	0.01770745813
798	0.01768378931
799	0.01767707342
800	0.01766328087
801	0.01763076508
802	0.01761464385
803	0.01759663305
804	0.01754861156
805	0.01753494576
806	0.01751862627
807	0.01750511161
808	0.01748005655
809	0.01745518413
810	0.01738381071
811	0.01735296851
812	0.01731941849
813	0.01728974239
814	0.01725396313
815	0.0172300083
816	0.0171962179
817	0.01714209578
818	0.01713131954
819	0.01708914285
820	0.01707171245
821	0.0170434724
822	0.01703135021
823	0.01700721319
824	0.01697982946
825	0.0169529278
826	0.01692713083
827	0.01690697534
828	0.01688753002
829	0.01686752222
830	0.01683360003
831	0.01681246963
832	0.01679753328
833	0.01671882733
834	0.0166890893
835	0.01667079841
836	0.01664482825
837	0.01661662822
838	0.01658990055
839	0.01657974091
840	0.01655440564
841	0.01652180474
842	0.01649466851
843	0.01646271096
844	0.01645249478
845	0.01644257531
846	0.01641777723
847	0.01639303818
848	0.01637764845
849	0.01633898493
850	0.01629608644
851	0.01627768393
852	0.01626233507
853	0.01624113867
854	0.01621846766
855	0.016190941
856	0.01615402583
857	0.01614039321
858	0.01612251093
859	0.01610544204
860	0.01607550246
861	0.01606123061
862	0.01603856651
863	0.01602562264
864	0.01600160996
865	0.01598909096
866	0.01596810153
867	0.01594612626
868	0.0159171186
869	0.01589640567
870	0.01587627723
871	0.01583899283
872	0.01582090636
873	0.01579501054
874	0.0157762632
875	0.01575211458
876	0.01573219095
877	0.01571126145
878	0.01568960034
879	0.01567490471
880	0.01565399462
881	0.01563567126
882	0.01562334974
883	0.01560599793
884	0.01559022077
885	0.01557830152
886	0.01552193927
887	0.01549845294
888	0.01548498055
889	0.01546850927
890	0.01543541267
891	0.01540767152
892	0.01539408718
893	0.01536806874
894	0.01535989659
895	0.01533961165
896	0.01531328438
897	0.01530035798
898	0.01527912937
899	0.01526187979
900	0.01524709104
901	0.01523781205
902	0.0152214696
903	0.01520934271
904	0.01519058391
905	0.01517974007
906	0.01515379038
907	0.01514272582
908	0.01511121882
909	0.01508973533
910	0.01506789586
911	0.01504915508
912	0.01501730524
913	0.01500074882
914	0.01499082342
915	0.01497382366
916	0.01494822517
917	0.01492713207
918	0.01490911955
919	0.01489661373
920	0.01488145772
921	0.0148355009
922	0.01481758117
923	0.01480317758
924	0.01477526589
925	0.01475749937
926	0.01474787058
927	0.01473704692
928	0.01469248175
929	0.01467232973
930	0.01465819495
931	0.0146445318
932	0.01462715816
933	0.01461139986
934	0.0145977831
935	0.01456945311
936	0.01455016769
937	0.01451004975
938	0.01449295829
939	0.01447949584
940	0.01446856671
941	0.01445815993
942	0.01443801884
943	0.01441565578
944	0.01439748955
945	0.01437861202
946	0.01436288263
947	0.01432077439
948	0.01430388394
949	0.01428584622
950	0.01427687252
951	0.01424051118
952	0.0142259271
953	0.01421020953
954	0.01418544519
955	0.0141557163
956	0.01414619965
957	0.01413093374
958	0.0141197701
959	0.01411126873
960	0.01409338013
961	0.01408013153
962	0.01406735477
963	0.01402229707
964	0.01400764348
965	0.01399406207
966	0.0139844556
967	0.01395139234
968	0.01393344042
969	0.01390007101
970	0.01389382503
971	0.01387178264
972	0.01386458779
973	0.01384889931
974	0.01383876672
975	0.0138120716
976	0.01377448015
977	0.01376392461
978	0.01374653722
979	0.01372940381
980	0.01371816635
981	0.0137043587
982	0.01368938244
983	0.01367716801
984	0.01365176425
985	0.01363099101
986	0.01361957468
987	0.01361081681
988	0.01358858499
989	0.01357207034
990	0.01356043606
991	0.01354597486
992	0.01353349194
993	0.01352367612
994	0.01350426943
995	0.0134944793
996	0.0134849194
997	0.01347743066
998	0.01347001896
999	0.01345908154
9
998	0.01163518039
999	0.01161842032
